NightLoc,DayLoc,People
38034,38034,4363
38035,38001,1365
38035,38006,1420
38035,38017,305
38035,38038,315
38035,38035,17481
38036,38006,20
38036,38026,5
38036,38023,20
38036,38038,105
38036,38036,8943
38037,38024,95
38037,35016,25
38037,38023,80
38037,38038,70
38037,38037,15446
38038,38001,360
38038,35002,10
38038,38006,880
38038,35004,40
38038,38011,540
38038,38017,880
38038,38022,40
38038,38026,425
38038,35016,180
38038,38028,305
38038,35017,120
38038,38031,65
38038,38023,10465
38038,38043,600
38038,35026,10
38038,38038,192392
38039,38011,15
38039,38017,130
38039,38022,75
38039,38026,320
38039,35016,30
38039,38028,405
38039,38031,110
38039,38023,300
38039,38038,670
38039,38043,140
38039,38039,12484
38040,38001,240
38040,38006,130
38040,38040,10741
38041,38001,5
38041,38006,10
38041,38017,25
38041,38022,10
38041,38026,60
38041,38028,125
38041,38031,40
38041,38023,570
38041,38038,650
38041,38043,290
38041,38041,7149
38042,38001,45
38042,38022,50
38042,38038,90
38042,38042,4508
38043,38001,35
38043,38006,10
38043,38011,30
38043,38017,145
38043,38022,45
38043,38026,210
38043,38028,250
38043,38031,40
38043,38023,1845
38043,38038,1645
38043,38043,19879
38044,38001,75
38044,38006,115
38044,38022,35
38044,38044,2538
38045,38024,205
38045,38038,55
38045,38045,4315
38046,38006,15
38046,38011,5
38046,38017,10
38046,38026,45
38046,38028,5
38046,38023,1155
38046,38038,900
38046,38043,70
38046,38046,9089
38047,38024,175
38047,38047,2357
38049,38049,4564
38050,38050,2901
38048,38048,5005
38051,38026,150
38051,38028,190
38051,38023,220
38051,38038,295
38051,38043,85
38051,38051,8245
38052,38001,25
38052,38006,125
38052,38052,1517
38053,38024,60
38053,38053,4783
